Species,PlantGeno,Isolate,PlantID,LeafID,LeafPos,Experiment,Replicate,AgarFlat,Lesion.Size,pixelsPERcm
Wl,LA2093,2.04.03,1,1,A,96a,96a208b,208b-1a.jpg,0,92.6094
Wl,LA2093,Peachy,4,4,B,96a,96a208b,208b-6a.jpg,0.977399682,92.696
Wl,LA2093,2.04.14,5,4,B,96a,96a208b,208b-7a.jpg,0.859923616,91.1269
Wl,LA2093,Rose,4,2,B,96b,96b208b,208b-5b.jpg,1895,85.4283
Wl,LA2093,1.05.14,3,3,A,96a,96a127,127-4a.jpg,696,93.2353
Wl,LA2093,1.04.15,5,5,A,96b,96b127,127-8a.jpg,9382,86.2279
Wl,LA2093,1.03.23,1,1,A,96b,96b208a,208a-1a.jpg,7346,87.4443
Wl,LA2093,2.04.11,3,3,B,96b,96b208a,208a-4a.jpg,265,85.0751
Wl,LA2093,2.04.17,2,2,B,96b,96b208b,208b-2b.jpg,4294,86.4626
Wl,LA2093,KernA2,2,5,B,96a,96a208b,208b-3a.jpg,0.819589204,93
Wl,LA2093,1.02.15,4,2,A,96a,96a127,127-5a.jpg,5456,92.812
Wl,LA2093,1.03.12,2,1,A,96a,96a208b,208b-2a.jpg,0.868326793,93.1009
Wl,LA2093,1.02.05,4,2,A,96b,96b208a,208a-5a.jpg,9799,85.5249
Wl,LA2093,1.02.16,5,3,A,96b,96b127,127-7a.jpg,2038,84.6245
Wl,LA2093,1.03.02,4,4,A,96b,96b208b,208b-6b.jpg,4416,86.8116
Wl,LA2093,1.05.14,2,1,A,96b,96b208a,208a-2a.jpg,10473,87.1436
Wl,LA2093,Rasp,3,2,B,96a,96a208a,208a-3a.jpg,1820,91.5014
Wl,LA2093,1.04.21,4,3,A,96b,96b127,127-5a.jpg,5369,86.8864
Wl,LA2093,1.05.16,3,4,A,96a,96a208a,208a-4a.jpg,4501,93.0732
Wl,LA2093,1.03.18,3,3,A,96b,96b208b,208b-4b.jpg,8782,86.5416
Wl,LA2093,UKRazz,2,5,A,96b,96b208b,208b-3b.jpg,17021,85.856
Wl,LA2093,2.04.21,3,1,B,96a,96a208a,208a-3a.jpg,2939,91.5014
Wl,LA2093,NobleRot,6,1,B,96b,96b208b,208b-8b.jpg,1092,85.4214
Wl,LA2093,KatieTomato,4,5,B,96a,96a127,127-6a.jpg,4508,91.7335
Wl,LA2093,1.02.04,1,2,A,96a,96a208b,208b-1a.jpg,0.848319122,92.6094
Wl,LA2093,Supersteak,5,5,B,96b,96b208a,208a-8a.jpg,7077,84.8443
Wl,LA2093,2.04.17,1,2,B,96a,96a127,127-1a.jpg,4174,93.5855
Wl,LA2093,MEAP6G,3,2,B,96b,96b208b,208b-3b.jpg,7985,85.856
Wl,LA2093,KGB2,5,5,B,96a,96a127,127-8a.jpg,2245,92.3854
Wl,LA2093,KGB1,1,4,B,96a,96a208a,208a-2a.jpg,6711,91.6413
Wl,LA2093,2.04.20,3,5,B,96b,96b127,127-4a.jpg,5339,86.9074
Wl,LA2093,1.03.20,5,3,A,96a,96a208a,208a-7a.jpg,2648,92.3397
Wl,LA2093,2.04.08,6,1,B,96b,96b127,127-8a.jpg,5925,86.2279
Wl,LA2093,1.05.17,4,3,A,96b,96b208a,208a-5a.jpg,1514,85.5249
Wl,LA2093,2.04.11,4,4,B,96a,96a208a,208a-6a.jpg,5660,91.7585
Wl,LA2093,1.03.04,4,2,A,96b,96b127,127-5a.jpg,5114,86.8864
Wl,LA2093,PepperSub,6,2,B,96b,96b127,127-8a.jpg,4307,86.2279
Wl,LA2093,EsparatoFresa,4,2,B,96a,96a208b,208b-5a.jpg,0,93.1625
Wl,LA2093,2.04.17,3,2,B,96a,96a208b,208b-3a.jpg,0.854789655,93
Wl,LA2093,KGB1,1,5,B,96a,96a127,127-2a.jpg,1264,93.4975
Wl,LA2093,Grape,5,1,B,96b,96b208b,208b-6b.jpg,4372,86.8116
Wl,LA2093,1.03.20,1,5,A,96a,96a208b,208b-2a.jpg,0.909794263,93.1009
Wl,LA2093,1.02.17,6,2,A,96b,96b208a,208a-8a.jpg,13798,84.8443
Wl,LA2093,1.02.06,2,5,A,96b,96b127,127-3a.jpg,2664,85.605
Wl,LA2093,1.03.19,2,3,A,96b,96b208b,208b-2b.jpg,6512,86.4626
Wl,LA2093,1.02.06,6,2,A,96b,96b208a,208a-8a.jpg,10365,84.8443
Wl,LA2093,Acacia,1,4,B,96a,96a208a,208a-2a.jpg,8893,91.6413
Wl,LA2093,MEAP6G,2,5,B,96a,96a127,127-3a.jpg,2597,92.4689
Wl,LA2093,1.04.12,1,5,A,96b,96b127,127-2a.jpg,1702,84.162
Wl,LA2093,KGB2,3,1,B,96a,96a208b,208b-3a.jpg,0.859833829,93
Wl,LA2093,EsparatoFresa,4,3,B,96b,96b208a,208a-5a.jpg,1099,85.5249
Wl,LA2093,2.04.17,5,2,B,96b,96b127,127-7a.jpg,4368,84.6245
Wl,LA2093,1.02.06,3,2,A,96a,96a208a,208a-3a.jpg,454,91.5014
Wl,LA2093,1.04.05,3,4,A,96b,96b208b,208b-4b.jpg,6232,86.5416
Wl,LA2093,1.03.16,5,2,A,96a,96a208a,208a-7a.jpg,3964,92.3397
Wl,LA2093,Acacia,1,5,B,96b,96b127,127-2a.jpg,3945,84.162
Wl,LA2093,Acacia,4,1,A,96a,96a127,127-5a.jpg,1385,92.812
Wl,LA2093,2.04.03,2,4,B,96b,96b208b,208b-2b.jpg,9140,86.4626
Wl,LA2093,1.04.02,4,1,A,96a,96a208b,208b-5a.jpg,0.858477099,93.1625
Wl,LA2093,2.04.18,4,2,B,96b,96b127,127-5a.jpg,9801,86.8864
Wl,LA2093,1.04.12,5,4,A,96b,96b208b,208b-7b.jpg,3138,86.7936
Wl,LA2093,1.03.22,4,3,A,96a,96a208a,208a-5a.jpg,4975,93.403
Wl,LA2093,Rose,5,5,B,96a,96a127,127-8a.jpg,1322,92.3854
Wl,LA2093,1.02.15,2,1,A,96b,96b127,127-2a.jpg,8251,84.162
Wl,LA2093,1.01.06,3,4,A,96b,96b127,127-4a.jpg,4704,86.9074
Wl,LA2093,94.1,5,1,B,96a,96a208b,208b-6a.jpg,0.744126001,92.696
Wl,LA2093,1.02.18,4,3,A,96b,96b127,127-5a.jpg,3934,86.8864
Wl,LA2093,1.05.11,1,1,A,96b,96b127,127-1a.jpg,2928,85.2364
Wl,LA2093,1.05.11,5,1,A,96b,96b208b,208b-6b.jpg,2665,86.8116
Wl,LA2093,Molly,1,2,B,96b,96b208b,208b-1b.jpg,3810,85.8203
Wl,LA2093,1.04.03,5,1,A,96b,96b208a,208a-6a.jpg,7589,85.7956
Wl,LA2093,Fd2,5,4,B,96b,96b208a,208a-7a.jpg,10792,85.6421
Wl,LA2093,DavisNavel,5,4,B,96b,96b208b,208b-7b.jpg,3661,86.7936
Wl,LA2093,2.04.20,6,1,B,96b,96b208b,208b-8b.jpg,6092,85.4214
Wl,LA2093,Mex03,4,1,B,96b,96b208a,208a-5a.jpg,7611,85.5249
Wl,LA2093,1.03.20,5,5,A,96b,96b208a,208a-8a.jpg,4786,84.8443
Wl,LA2093,2.04.18,1,3,B,96a,96a208a,208a-1a.jpg,12644,92.7584
Wl,LA2093,Gallo2,3,5,A,96a,96a127,127-4a.jpg,992,93.2353
Wl,LA2093,BMM,4,1,B,96b,96b208b,208b-5b.jpg,4437,85.4283
Wl,LA2093,1.05.17,5,1,A,96b,96b127,127-6a.jpg,7099,86.552
Wl,LA2093,Acacia,3,1,B,96b,96b208a,208a-3a.jpg,6528,86.2699
Wl,LA2093,KernB2,4,2,B,96a,96a208b,208b-5a.jpg,0.873323829,93.1625
Wl,LA2093,Navel,3,1,B,96a,96a127,127-3a.jpg,816,92.4689
Wl,LA2093,1.04.03,6,2,A,96a,96a208b,208b-8a.jpg,1841,91.812
Wl,LA2093,2.04.20,3,5,B,96a,96a208b,208b-4a.jpg,0.830365913,92.5419
Wl,LA2093,PepperSub,5,2,B,96a,96a208b,208b-7a.jpg,0.806585505,91.1269
Wl,LA2093,1.03.20,1,5,A,96b,96b127,127-2a.jpg,1918,84.162
Wl,LA2093,2.04.09,3,2,B,96a,96a127,127-3a.jpg,5379,92.4689
Wl,LA2093,94.4,6,1,A,96b,96b208b,208b-8b.jpg,6234,85.4214
Wl,LA2093,1.02.17,5,5,A,96a,96a208a,208a-8a.jpg,897,91.6818
Wl,LA2093,1.02.20,5,4,A,96b,96b208b,208b-7b.jpg,3506,86.7936
Wl,LA2093,1.03.04,5,4,A,96a,96a208a,208a-7a.jpg,9823,92.3397
Wl,LA2093,1.04.21,2,5,A,96b,96b208a,208a-3a.jpg,5336,86.2699
Wl,LA2093,1.03.23,5,4,A,96a,96a208a,208a-7a.jpg,5993,92.3397
Wl,LA2093,KernB1,2,1,B,96a,96a208b,208b-2a.jpg,0.835804371,93.1009
Wl,LA2093,2.04.12,3,1,B,96a,96a208b,208b-3a.jpg,0.838043852,93
Wl,LA2093,Rasp,1,3,B,96b,96b208b,208b-1b.jpg,9315,85.8203
Wl,LA2093,Apple517,5,3,B,96b,96b208a,208a-7a.jpg,13032,85.6421
Wl,LA2093,Apple517,1,1,B,96b,96b127,127-1a.jpg,12965,85.2364
Wl,LA2093,KernB1,4,5,B,96a,96a208a,208a-6a.jpg,4647,91.7585
Wl,LA2093,1.03.23,5,2,A,96a,96a208b,208b-7a.jpg,0.779440186,91.1269
Wl,LA2093,2.04.04,1,1,B,96a,96a208b,208b-1a.jpg,0.81924637,92.6094
Wl,LA2093,Ausubel,4,5,B,96a,96a208b,208b-6a.jpg,0.851333609,92.696
Wl,LA2093,1.04.01,4,1,A,96b,96b208a,208a-5a.jpg,10299,85.5249
Wl,LA2093,Triple3,6,1,B,96a,96a208b,208b-8a.jpg,6688,91.812
Wl,LA2093,1.05.22,4,5,A,96a,96a208b,208b-6a.jpg,0.598501674,92.696
Wl,LA2093,1.01.02,4,3,A,96b,96b208b,208b-5b.jpg,7954,85.4283
Wl,LA2093,2.04.09,2,5,B,96b,96b208b,208b-3b.jpg,11190,85.856
Wl,LA2093,Triple3,1,1,B,96a,96a208a,208a-1a.jpg,9752,92.7584
Wl,LA2093,2.04.08,5,3,B,96a,96a208b,208b-7a.jpg,0.863212588,91.1269
Wl,LA2093,1.03.23,2,2,A,96b,96b208b,208b-2b.jpg,3401,86.4626
Wl,LA2093,NobleRot,4,5,B,96a,96a127,127-6a.jpg,961,91.7335
Wl,LA2093,Pepper,5,3,B,96b,96b127,127-7a.jpg,3600,84.6245
Wl,LA2093,PepperSub,1,1,B,96b,96b208a,208a-1a.jpg,12759,87.4443
Wl,LA2093,KGB1,2,5,B,96b,96b127,127-3a.jpg,450,85.605
Wl,LA2093,1.03.22,3,5,A,96b,96b208a,208a-4a.jpg,2910,85.0751
Wl,LA2093,1.04.01,3,1,A,96a,96a208a,208a-3a.jpg,2971,91.5014
Wl,LA2093,Peachy,2,3,B,96b,96b208b,208b-2b.jpg,5963,86.4626
Wl,LA2093,Rose,1,5,B,96a,96a208b,208b-2a.jpg,0.81575122,93.1009
Wl,LA2093,Pepper,1,2,B,96a,96a127,127-1a.jpg,3222,93.5855
Wl,LA2093,B05.10,1,2,B,96b,96b208a,208a-1a.jpg,5702,87.4443
Wl,LA2093,Supersteak,6,2,B,96b,96b208b,208b-8b.jpg,7922,85.4214
Wl,LA2093,1.04.01,5,4,A,96a,96a127,127-7a.jpg,1555,92.838
Wl,LA2093,1.04.02,1,5,A,96a,96a127,127-2a.jpg,1432,93.4975
Wl,LA2093,KernB2,2,1,B,96a,96a127,127-2a.jpg,4779,93.4975
Wl,LA2093,Mex03,4,4,B,96a,96a127,127-6a.jpg,1138,91.7335
Wl,LA2093,1.04.01,3,4,A,96a,96a208b,208b-4a.jpg,0.954456343,92.5419
Wl,LA2093,UKRazz,4,1,B,96a,96a208a,208a-5a.jpg,6509,93.403
Wl,LA2093,1.01.03,3,2,A,96b,96b208b,208b-3b.jpg,7385,85.856
Wl,LA2093,Apple517,5,2,B,96a,96a208a,208a-7a.jpg,2743,92.3397
Wl,LA2093,2.04.11,1,1,B,96a,96a208b,208b-1a.jpg,0.813127312,92.6094
Wl,LA2093,1.03.16,1,4,A,96a,96a208b,208b-2a.jpg,0.814663919,93.1009
Wl,LA2093,NobleRot,4,2,B,96b,96b208a,208a-5a.jpg,1314,85.5249
Wl,LA2093,2.04.08,3,1,B,96b,96b208b,208b-3b.jpg,16156,85.856
Wl,LA2093,1.02.20,3,1,A,96a,96a127,127-3a.jpg,2303,92.4689
Wl,LA2093,2.04.14,3,1,B,96b,96b208a,208a-3a.jpg,10368,86.2699
Wl,LA2093,Apple404,4,3,B,96b,96b208a,208a-5a.jpg,9534,85.5249
Wl,LA2093,UKRazz,1,2,A,96b,96b208a,208a-1a.jpg,5803,87.4443
Wl,LA2093,BPA1,2,1,B,96b,96b127,127-2a.jpg,8397,84.162
Wl,LA2093,1.03.19,2,1,A,96b,96b208a,208a-2a.jpg,2994,87.1436
Wl,LA2093,1.04.04,3,5,B,96a,96a127,127-4a.jpg,4207,93.2353
Wl,LA2093,Navel,1,3,B,96a,96a208b,208b-1a.jpg,0.86329236,92.6094
Wl,LA2093,BMM,1,5,B,96a,96a127,127-2a.jpg,3166,93.4975
Wl,LA2093,2.04.04,6,1,B,96a,96a208a,208a-8a.jpg,6705,91.6818
Wl,LA2093,1.02.18,1,1,A,96a,96a208a,208a-1a.jpg,10040,92.7584
Wl,LA2093,1.02.16,1,5,A,96b,96b208a,208a-2a.jpg,3778,87.1436
Wl,LA2093,1.02.18,3,2,A,96a,96a127,127-3a.jpg,2373,92.4689
Wl,LA2093,KernA2,4,4,B,96a,96a127,127-6a.jpg,3996,91.7335
Wl,LA2093,Rasp,4,2,B,96b,96b208a,208a-5a.jpg,9597,85.5249
Wl,LA2093,1.04.04,5,2,A,96b,96b208b,208b-7b.jpg,6401,86.7936
Wl,LA2093,Navel,3,5,B,96b,96b208b,208b-4b.jpg,2938,86.5416
Wl,LA2093,1.02.17,4,4,A,96b,96b127,127-6a.jpg,7593,86.552
Wl,LA2093,1.01.04,3,1,A,96b,96b127,127-3a.jpg,6800,85.605
Wl,LA2093,1.03.04,1,3,A,96b,96b208b,208b-1b.jpg,11333,85.8203
Wl,LA2093,1.03.04,2,1,A,96a,96a208b,208b-2a.jpg,0.846398308,93.1009
Wl,LA2093,Peachy,6,1,B,96a,96a127,127-8a.jpg,4091,92.3854
Wl,LA2093,2.04.14,4,4,B,96b,96b208b,208b-6b.jpg,3666,86.8116
Wl,LA2093,PhiloMenlo,1,3,B,96b,96b127,127-1a.jpg,5987,85.2364
Wl,LA2093,94.1,5,3,B,96a,96a127,127-7a.jpg,1464,92.838
Wl,LA2093,Rasp,1,1,B,96b,96b127,127-1a.jpg,5005,85.2364
Wl,LA2093,UKRazz,1,4,A,96b,96b127,127-2a.jpg,75,84.162
Wl,LA2093,Apple517,4,5,B,96a,96a208b,208b-6a.jpg,0.859742565,92.696
Wl,LA2093,UKRazz,1,5,B,96a,96a208b,208b-2a.jpg,0.859920593,93.1009
Wl,LA2093,KatieTomato,5,4,B,96a,96a208a,208a-7a.jpg,688,92.3397
Wl,LA2093,Fd1,3,1,B,96b,96b208b,208b-3b.jpg,10956,85.856
Wl,LA2093,Fd1,2,5,B,96b,96b208a,208a-3a.jpg,6531,86.2699
Wl,LA2093,Peachy,4,1,A,96b,96b127,127-5a.jpg,2175,86.8864
Wl,LA2093,BPA1,5,2,B,96a,96a127,127-7a.jpg,6328,92.838
Wl,LA2093,1.02.05,4,5,A,96b,96b208b,208b-6b.jpg,7283,86.8116
Wl,LA2093,1.03.16,5,5,A,96a,96a127,127-8a.jpg,1946,92.3854
Wl,LA2093,EsparatoFresa,4,5,B,96b,96b208b,208b-6b.jpg,1648,86.8116
Wl,LA2093,Peachy,6,2,B,96b,96b208a,208a-8a.jpg,7563,84.8443
Wl,LA2093,Navel,3,3,B,96a,96a208a,208a-4a.jpg,1134,93.0732
Wl,LA2093,1.04.04,4,4,A,96b,96b208a,208a-6a.jpg,455,85.7956
Wl,LA2093,Triple3,4,5,B,96b,96b127,127-6a.jpg,7277,86.552
Wl,LA2093,BMM,2,1,B,96a,96a208a,208a-2a.jpg,3377,91.6413
Wl,LA2093,B05.10,3,3,B,96b,96b208b,208b-4b.jpg,7762,86.5416
Wl,LA2093,1.03.22,1,3,A,96b,96b127,127-1a.jpg,4578,85.2364
Wl,LA2093,1.02.17,6,2,A,96b,96b208b,208b-8b.jpg,6952,85.4214
Wl,LA2093,Acacia,5,3,B,96a,96a208b,208b-7a.jpg,0.82675011,91.1269
Wl,LA2093,1.02.18,4,3,A,96b,96b208a,208a-5a.jpg,5737,85.5249
Wl,LA2093,1.05.16,3,1,A,96b,96b208a,208a-3a.jpg,9348,86.2699
Wl,LA2093,2.04.12,4,1,B,96a,96a208a,208a-5a.jpg,6840,93.403
Wl,LA2093,1.03.16,5,2,A,96b,96b127,127-7a.jpg,10018,84.6245
Wl,LA2093,Mex03,4,3,B,96a,96a208b,208b-5a.jpg,0.893953111,93.1625
Wl,LA2093,PepperSub,3,1,B,96a,96a208a,208a-3a.jpg,2953,91.5014
Wl,LA2093,PhiloMenlo,2,5,B,96a,96a127,127-3a.jpg,4537,92.4689
Wl,LA2093,PhiloMenlo,4,4,B,96a,96a208a,208a-6a.jpg,8909,91.7585
Wl,LA2093,Geranium,1,5,B,96a,96a208a,208a-2a.jpg,11324,91.6413
Wl,LA2093,Apple404,4,3,B,96a,96a208a,208a-5a.jpg,6508,93.403
Wl,LA2093,1.04.01,6,1,A,96b,96b127,127-8a.jpg,8182,86.2279
Wl,LA2093,1.04.03,4,5,A,96a,96a208a,208a-6a.jpg,2771,91.7585
Wl,LA2093,Triple3,1,4,B,96a,96a127,127-2a.jpg,4053,93.4975
Dm,LA3475,Fresa525,3,3,B,96a,96a208b,208b-4b.jpg,0.933206188,93.1933
Dm,LA3475,1.01.04,4,3,A,96a,96a127,127-5b.jpg,9751,91.5294
Dm,LA3475,1.03.22,4,1,A,96b,96b208b,208b-5a.jpg,2141,86.764
Dm,LA3475,B05.10,6,2,B,96a,96a208a,208a-8b.jpg,6946,91.4142
Dm,LA3475,KatieTomato,3,5,B,96b,96b208a,208a-4a.jpg,10562,85.0751
Dm,LA3475,NobleRot,3,3,B,96b,96b127,127-4b.jpg,244,86.4227
Dm,LA3475,1.04.25,1,1,A,96a,96a208a,208a-1b.jpg,23760,92.3072
Dm,LA3475,1.03.23,1,3,A,96b,96b127,127-1b.jpg,8928,86.6692
Dm,LA3475,FresaSD,1,1,B,96a,96a127,127-1b.jpg,7394,92.7
Dm,LA3475,1.02.04,1,2,A,96a,96a208b,208b-1b.jpg,1779,92.3472
Dm,LA3475,2.04.18,2,1,B,96b,96b208b,208b-2a.jpg,9592,85.9851
Dm,LA3475,2.04.20,6,1,B,96b,96b208b,208b-8a.jpg,6780,86.4653
Dm,LA3475,1.04.15,2,2,A,96a,96a208a,208a-2b.jpg,6408,92.5976
Dm,LA3475,1.02.04,4,4,A,96a,96a127,127-6b.jpg,6553,92.5569
Dm,LA3475,MEAP6G,5,5,B,96a,96a208b,208b-8b.jpg,0.946278128,92.4061
Dm,LA3475,1.01.01,3,5,A,96a,96a208b,208b-4b.jpg,0.854173057,93.1933
Dm,LA3475,BMM,4,5,B,96b,96b208a,208a-6a.jpg,10052,85.7956
Dm,LA3475,KGB2,5,5,B,96a,96a127,127-8b.jpg,7320,91.8144
Dm,LA3475,Ausubel,3,4,B,96b,96b208b,208b-4a.jpg,20640,85.5888
Dm,LA3475,1.05.04,4,2,A,96b,96b208a,208a-5a.jpg,5270,85.5249
Dm,LA3475,2.04.21,3,4,B,96b,96b127,127-4b.jpg,11179,86.4227
Dm,LA3475,Triple3,5,1,B,96b,96b208b,208b-6a.jpg,12797,86.7936
Dm,LA3475,2.04.17,1,2,B,96a,96a127,127-1b.jpg,3393,92.7
Dm,LA3475,1.02.17,6,2,A,96b,96b208b,208b-8a.jpg,6152,86.4653
Dm,LA3475,KatieTomato,4,5,B,96a,96a127,127-6b.jpg,9631,92.5569
Dm,LA3475,Pepper,1,2,B,96a,96a208a,208a-1b.jpg,9333,92.3072
Dm,LA3475,UKRazz,2,2,A,96b,96b127,127-2b.jpg,6284,86.4574
Dm,LA3475,1.03.12,2,4,A,96a,96a208b,208b-2b.jpg,0.818265169,91.6788
Dm,LA3475,1.02.01,4,5,A,96b,96b208a,208a-6a.jpg,10490,85.7956
Dm,LA3475,Mex03,4,4,B,96a,96a127,127-6b.jpg,3891,92.5569
Dm,LA3475,Supersteak,6,2,B,96a,96a208b,208b-8b.jpg,0.868304706,92.4061
Dm,LA3475,Apple404,5,2,B,96b,96b208b,208b-7a.jpg,7382,87.0521
Dm,LA3475,Ausubel,5,1,B,96b,96b208a,208a-6a.jpg,12051,85.7956
Dm,LA3475,2.04.12,3,1,B,96a,96a208b,208b-3b.jpg,0.889246156,92.0386
Dm,LA3475,1.03.22,4,3,A,96a,96a208a,208a-5b.jpg,7687,92.3857
Dm,LA3475,Gallo2,3,4,B,96b,96b208b,208b-4a.jpg,9680,85.5888
Dm,LA3475,1.02.20,3,1,A,96b,96b208a,208a-3a.jpg,6031,86.2699
Dm,LA3475,1.03.20,2,3,A,96b,96b127,127-2b.jpg,10613,86.4574
Dm,LA3475,1.03.20,2,3,A,96a,96a208b,208b-2b.jpg,0.88806937,91.6788
Dm,LA3475,1.04.15,2,5,A,96a,96a127,127-3b.jpg,375,92.0014
Dm,LA3475,1.04.21,1,2,A,96b,96b208b,208b-1a.jpg,10420,85.0742
Dm,LA3475,2.04.17,1,4,B,96b,96b208b,208b-2a.jpg,4027,85.9851
Dm,LA3475,KatieTomato,2,2,B,96a,96a208b,208b-2b.jpg,0.957462399,91.6788
Dm,LA3475,BPA1,4,3,B,96a,96a208b,208b-5b.jpg,0.926941791,91.5341
Dm,LA3475,1.05.24,5,5,A,96b,96b208b,208b-8a.jpg,9667,86.4653
Dm,LA3475,1.01.04,3,1,A,96b,96b127,127-3b.jpg,11868,85.4437
Dm,LA3475,2.04.17,3,2,B,96a,96a208b,208b-3b.jpg,0.837392395,92.0386
Dm,LA3475,KernA2,2,5,B,96a,96a208b,208b-3b.jpg,0.946223505,92.0386
Dm,LA3475,KernB2,4,4,B,96b,96b208b,208b-6a.jpg,7723,86.7936
Dm,LA3475,1.02.18,1,1,A,96a,96a208a,208a-1b.jpg,8864,92.3072
Dm,LA3475,BPA1,2,4,B,96b,96b127,127-2b.jpg,3747,86.4574
Dm,LA3475,1.02.06,5,2,A,96b,96b208b,208b-7a.jpg,13900,87.0521
Dm,LA3475,PepperSub,4,3,B,96a,96a127,127-5b.jpg,9639,91.5294
Dm,LA3475,FresaSD,4,3,B,96b,96b208b,208b-5a.jpg,8795,86.764
Dm,LA3475,1.01.02,4,3,A,96b,96b208b,208b-5a.jpg,12671,86.764
Dm,LA3475,1.05.11,1,1,A,96b,96b127,127-1b.jpg,564,86.6692
Dm,LA3475,KGB1,2,5,B,96b,96b127,127-3b.jpg,4458,85.4437
Dm,LA3475,1.05.17,6,1,A,96a,96a208b,208b-8b.jpg,0.834259351,92.4061
Dm,LA3475,2.04.14,3,1,B,96b,96b208a,208a-3a.jpg,5122,86.2699
Dm,LA3475,EsparatoFresa,5,4,A,96a,96a127,127-7b.jpg,4533,92.7238
Dm,LA3475,1.04.05,3,3,A,96a,96a208a,208a-4b.jpg,4856,92.7109
Dm,LA3475,Navel,3,1,B,96b,96b127,127-3b.jpg,3390,85.4437
Dm,LA3475,Apple517,1,1,B,96b,96b127,127-1b.jpg,5555,86.6692
Dm,LA3475,1.02.04,2,2,A,96a,96a208a,208a-2b.jpg,7706,92.5976
Dm,LA3475,2.04.18,3,2,B,96a,96a208b,208b-3b.jpg,0.854189355,92.0386
Dm,LA3475,1.03.18,6,1,A,96b,96b208a,208a-8a.jpg,22655,84.8443
Dm,LA3475,Acacia,3,1,B,96b,96b208a,208a-3a.jpg,4518,86.2699
Dm,LA3475,1.01.06,3,1,A,96b,96b208b,208b-3a.jpg,8139,86.4356
Dm,LA3475,1.04.20,3,4,A,96a,96a127,127-4b.jpg,1684,93.0272
Dm,LA3475,Triple3,4,5,B,96b,96b127,127-6b.jpg,16609,85.8714
Dm,LA3475,Mex03,6,2,B,96b,96b127,127-8b.jpg,13038,87.0638
Dm,LA3475,2.04.18,1,3,B,96a,96a208a,208a-1b.jpg,16109,92.3072
Dm,LA3475,1.04.17,3,2,A,96a,96a127,127-3b.jpg,7802,92.0014
Dm,LA3475,1.05.16,5,3,A,96a,96a208b,208b-7b.jpg,0.89619641,91.5386
Dm,LA3475,Rasp,1,1,B,96b,96b127,127-1b.jpg,4215,86.6692
Dm,LA3475,1.04.04,5,2,A,96b,96b208b,208b-7a.jpg,8258,87.0521
Dm,LA3475,1.03.02,1,1,A,96a,96a208b,208b-1b.jpg,4443,92.3472
Dm,LA3475,Grape,4,4,B,96a,96a208b,208b-6b.jpg,0.889292713,93.0293
Dm,LA3475,1.04.03,4,5,A,96a,96a208a,208a-6b.jpg,2600,93.0568
Dm,LA3475,1.04.05,3,4,A,96b,96b208b,208b-4a.jpg,5070,85.5888
Dm,LA3475,2.04.11,1,1,B,96a,96a208b,208b-1b.jpg,4246,92.3472
Dm,LA3475,Fd2,1,2,B,96a,96a208b,208b-1b.jpg,922,92.3472
Dm,LA3475,Geranium,1,1,B,96a,96a127,127-1b.jpg,9812,92.7
Dm,LA3475,KernA2,4,3,B,96a,96a208a,208a-5b.jpg,10012,92.3857
Dm,LA3475,Fd2,3,3,B,96b,96b127,127-4b.jpg,17281,86.4227
Dm,LA3475,1.02.16,4,4,A,96a,96a208a,208a-6b.jpg,3113,93.0568
Dm,LA3475,Fresa525,1,3,B,96a,96a127,127-1b.jpg,8410,92.7
Dm,LA3475,1.03.22,5,5,A,96a,96a208b,208b-8b.jpg,0.840164501,92.4061
Dm,LA3475,KernA2,5,5,B,96b,96b208b,208b-8a.jpg,20245,86.4653
Dm,LA3475,DavisNavel,5,1,B,96a,96a127,127-6b.jpg,446,92.5569
Dm,LA3475,1.03.19,2,1,A,96b,96b208a,208a-2a.jpg,3552,87.1436
Dm,LA3475,1.01.02,2,5,A,96a,96a208b,208b-3b.jpg,0.919098744,92.0386
Dm,LA3475,Rose,4,2,B,96b,96b208b,208b-5a.jpg,3187,86.764
Dm,LA3475,1.04.21,4,3,A,96b,96b127,127-5b.jpg,9712,85.3383
Dm,LA3475,1.04.01,3,4,A,96a,96a208b,208b-4b.jpg,0,93.1933
Dm,LA3475,Gallo1,4,2,B,96b,96b127,127-5b.jpg,4034,85.3383
Dm,LA3475,KernA2,5,3,B,96b,96b208a,208a-7a.jpg,13926,85.6421
Dm,LA3475,1.04.01,4,1,A,96b,96b208a,208a-5a.jpg,20243,85.5249
Dm,LA3475,Ausubel,6,2,B,96a,96a208a,208a-8b.jpg,7187,91.4142
Dm,LA3475,Supersteak,5,5,B,96b,96b208a,208a-8a.jpg,6701,84.8443
Dm,LA3475,2.04.04,6,1,B,96b,96b208a,208a-8a.jpg,23511,84.8443
Dm,LA3475,KernB2,1,3,B,96a,96a208a,208a-1b.jpg,8644,92.3072
Dm,LA3475,1.03.18,1,1,A,96a,96a127,127-1b.jpg,8853,92.7
Dm,LA3475,KernB1,4,5,B,96a,96a208a,208a-6b.jpg,10713,93.0568
Dm,LA3475,2.04.11,5,4,B,96b,96b127,127-7b.jpg,5314,85.5194
Dm,LA3475,1.03.22,1,3,A,96a,96a127,127-1b.jpg,5021,92.7
Dm,LA3475,1.03.19,6,2,A,96a,96a208a,208a-8b.jpg,9136,91.4142
